R2336	5.8	P	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
R2339	5.8,1.6	E	-	KEEP	Title-substitutes-for-sect-requirement is 1.6/5.8's own established template (a title counts as membership in its sect for other cards' requirements), not a 5.9 precedence question -- no two effects are competing over the same trait at different times.
R2345	5.8	P	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
R2346	5.8,1.6	E	-	KEEP	A requirement checked against the vampire's CURRENT sect is plain 5.8/1.6 requirements territory; there is no second effect competing for the same trait at a different time, so 5.9 doesn't add anything here.
R2347	5.1	P	-	KEEP	Merge fixes the merged vampire's identity/sect as a single defining fact (5.1's 'vampire creation / crypt card identity'), not a trait-precedence dispute between two competing effects (5.9) -- there is no earlier value being overridden here, just an outright identity replacement.
R2354	5.8	P	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
R2362	5.8	P	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
R2364	5.8	P	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
R2365	5.8	P	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
R2376	2.1,1.1	P	-	KEEP	'Mandatory effects' here means card effects that must be applied (eg. losing pool) before passing priority -- 1.1's mandatory/optional scope plus 2.1 timing, not 3.9's mandatory game ACTIONS (bleed/hunt/etc.). 3.9 doesn't reach it.
R2390	5.1	P	-	KEEP	Merge fixes the merged vampire's identity/sect as a single defining fact (5.1's 'vampire creation / crypt card identity'), not a trait-precedence dispute between two competing effects (5.9) -- there is no earlier value being overridden here, just an outright identity replacement.
R2405	5.8	P	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
R2409	5.8	P	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
R2410	5.1	P	-	KEEP	Merge fixes the merged vampire's identity/sect as a single defining fact (5.1's 'vampire creation / crypt card identity'), not a trait-precedence dispute between two competing effects (5.9) -- there is no earlier value being overridden here, just an outright identity replacement.
R2414	5.8,1.6	P	-	KEEP	Title-substitutes-for-sect-requirement is 1.6/5.8's own established template (a title counts as membership in its sect for other cards' requirements), not a 5.9 precedence question -- no two effects are competing over the same trait at different times.
R2418	5.1	P	-	KEEP	Merge fixes the merged vampire's identity/sect as a single defining fact (5.1's 'vampire creation / crypt card identity'), not a trait-precedence dispute between two competing effects (5.9) -- there is no earlier value being overridden here, just an outright identity replacement.
R2421	5.8	P	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
R2424	5.1,5.8	C	states her specific merged identity/title; fails transfer — the general merge-changes-sect-and-burns-token principle is already carried by the sibling template rulings (eg. R2322)	KEEP	States this card's own specific merged identity/title -- the general merge-changes-sect principle is already carried by the sibling template rulings (eg. Marcus Vitel.1). Correctly stays C; unaffected by the expansion (no 5.9 precedence dispute either, per the merge-cluster reasoning above).
R2429	5.8	P	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
R2439	5.1	P	-	KEEP	Merge fixes the merged vampire's identity/sect as a single defining fact (5.1's 'vampire creation / crypt card identity'), not a trait-precedence dispute between two competing effects (5.9) -- there is no earlier value being overridden here, just an outright identity replacement.
R2441	5.8	P	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
R2442	5.8	P	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
R2449	5.1	P	-	KEEP	Merge fixes the merged vampire's identity/sect as a single defining fact (5.1's 'vampire creation / crypt card identity'), not a trait-precedence dispute between two competing effects (5.9) -- there is no earlier value being overridden here, just an outright identity replacement.
R2453	5.9,2.5	P	-	CHANGE	Same continuous-override-persists-through-a-later-underlying-change pattern as Writ of Acceptance.2 (also moved to 5.9 in this pass); the original note itself calls this the 'third confirming instance' of that gap. Kept 2.5 secondary for the persistence framing.
R2454	3.2,5.9,2.5	E	!DROPPED:3.10	CHANGE	Teresita's intercept bonus reads the acting vampire's CURRENT sect, re-evaluated live as it changes -- core 5.9 territory ('whether a changed trait counts... for other cards' triggers'). Added 5.9; the Mask actor-substitution angle is a defensible droppable 4th (3.10).
R2458	5.1	P	-	KEEP	Merge fixes the merged vampire's identity/sect as a single defining fact (5.1's 'vampire creation / crypt card identity'), not a trait-precedence dispute between two competing effects (5.9) -- there is no earlier value being overridden here, just an outright identity replacement.
R2459	5.8	P	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
R2460	5.8	P	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
R2468	1.3	G	discipline-choice card ([vis]/[tha]) counts as the chosen discipline for all purposes once played; general but no section owns multi-discipline-choice card classification; nearest 1.3 (card types/multi-type cards)	KEEP	Discipline-choice-at-play resolving 'for all purposes' is a card-classification fact (1.3's domain), not a trait-precedence dispute between two effects changing the same trait at different times (5.9). Remains genuinely homeless for that reason.
R2469	5.8	P	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
R2480	1.6,5.8	P	-	KEEP	Title-substitutes-for-sect-requirement is 1.6/5.8's own established template (a title counts as membership in its sect for other cards' requirements), not a 5.9 precedence question -- no two effects are competing over the same trait at different times.
R2482	1.6,5.8	P	-	KEEP	Title-substitutes-for-sect-requirement is 1.6/5.8's own established template (a title counts as membership in its sect for other cards' requirements), not a 5.9 precedence question -- no two effects are competing over the same trait at different times.
R2483	1.6	G	card-conferred status "when played" (eg chosen for a contract) persists as a fact, vs the same status conferred by an ongoing in-play effect does not; watch-list candidate flagged in calibration (single instance) — nearest 1.6's play-vs-in-play requirement distinction, but this is about conferred status, not requirements	KEEP	Taxonomy explicitly keeps this on the watch list ('card-conferred status... still a single instance after the full corpus. Do not create; 1.6 is nearest') -- none of the 4 new codes or 5 widened scope lines target this topic. Remains 1.6 G as before.
R2491	1.6,5.8	E	-	KEEP	Title-substitutes-for-sect-requirement is 1.6/5.8's own established template (a title counts as membership in its sect for other cards' requirements), not a 5.9 precedence question -- no two effects are competing over the same trait at different times.
R2492	1.6,5.8	E	-	KEEP	Title-substitutes-for-sect-requirement is 1.6/5.8's own established template (a title counts as membership in its sect for other cards' requirements), not a 5.9 precedence question -- no two effects are competing over the same trait at different times.
R2494	1.6,5.8	E	-	KEEP	Title-substitutes-for-sect-requirement is 1.6/5.8's own established template (a title counts as membership in its sect for other cards' requirements), not a 5.9 precedence question -- no two effects are competing over the same trait at different times.
R2495	1.6,5.8	E	-	KEEP	Title-substitutes-for-sect-requirement is 1.6/5.8's own established template (a title counts as membership in its sect for other cards' requirements), not a 5.9 precedence question -- no two effects are competing over the same trait at different times.
R2497	5.8	P	-	KEEP	'Dormant titles' is 5.8's own explicit scope line; not a 5.9 matter -- no competing trait-change precedence, just title-dormancy mechanics.
R2507	1.5,4.1	P	-	CHANGE	This is the 1.5 widening verbatim: 'abilities whose use requires the bearer to be personally a participant (eg. in combat themselves, not merely combat occurring).' Direct hit, gap closed. Kept 4.1 secondary (combat context).
R2509	1.5,4.1	E	-	CHANGE	Paired instance of the same 1.5 widening as Watenda.4 (self-combat-participation requirement).
R2513	5.8	E	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
R2514	5.1	P	-	KEEP	Merge fixes the merged vampire's identity/sect as a single defining fact (5.1's 'vampire creation / crypt card identity'), not a trait-precedence dispute between two competing effects (5.9) -- there is no earlier value being overridden here, just an outright identity replacement.
R2515	1.15,5.8	E	-	CHANGE	'His additional votes are added to the ones provided by the title' is 1.15's 'bonuses that stack additively' verbatim. Gap closed; kept 5.8 secondary (title-granted votes).
R2516	5.1	E	-	KEEP	Merge fixes the merged vampire's identity/sect as a single defining fact (5.1's 'vampire creation / crypt card identity'), not a trait-precedence dispute between two competing effects (5.9) -- there is no earlier value being overridden here, just an outright identity replacement.
R2517	5.1	E	-	KEEP	Merge fixes the merged vampire's identity/sect as a single defining fact (5.1's 'vampire creation / crypt card identity'), not a trait-precedence dispute between two competing effects (5.9) -- there is no earlier value being overridden here, just an outright identity replacement.
R2518	5.8	E	-	KEEP	Title-votes-persist-through-sect-change is 5.8's own explicit scope ('sect change effects on titles') -- the taxonomy's own guard-rail example (a title's votes belongs in 5.8, not 5.9, even though it names a sect).
