R0643	5.9	P	-	CHANGE	Sabbat mirror of Fall of the Camarilla.1; same override-vs-permanent-change mechanism, core 5.9.
R0644	5.9	P	-	CHANGE	Sabbat mirror of Fall of the Camarilla.2; the core precedence statement.
R0645	5.8	P	-	KEEP	Same title-consequence template, Sabbat mirror of Fall of the Camarilla.3 -- stays 5.8.
R0646	5.9	P	-	CHANGE	Sabbat mirror of Fall of the Camarilla.4; trait-recognition-for-requirements clause.
R0660	5.5,3.10	E	-	CHANGE	An ally becoming 'the acting minion' via Nar-Sheptha-style substitution, and this card's non-trigger being keyed to that status, is exactly 3.10's acting-minion-substitution territory; 5.5 stays primary since the taught consequence is ally-specific.
R0668	5.9	P	-	CHANGE	Matches Galaric's Legacy.1's wording almost exactly (temporary sect override takes precedence, burns this card if it does) -- taxonomy's own cited exemplar pattern for 5.9.
R0669	5.8	P	-	KEEP	Same title-consequence template -- stays 5.8 per the guard.
R0677	1.15	E	-	CHANGE	Per-copy cumulative burn cost with a worked numeric example (two copies = 4 pool) -- 1.15's domain, not 1.2.
R0706	1.6,5.2,3.10	E	-	CHANGE	Mask of a Thousand Faces failing to substitute because of a lock-state requirement conflict is a masking-eligibility ruling -- 3.10's 'eligibility keyed to what the substitute could independently have done,' added alongside the existing requirements/lock-state codes.
R0740	1.15	P	-	CHANGE	'If you play more than one, you gain and lose pool for all of them (they stack)' -- clean general stacking statement, 1.15's domain.
R0741	5.9	P	-	CHANGE	This is the taxonomy's literally-named exemplar ruling for the 5.9 addition (the watch-list gap it cites by name).
R0742	5.8	P	-	KEEP	Same title-consequence template -- stays 5.8.
R0750	5.8,1.6	P	-	KEEP	Already correctly 5.8 -- states the Baron-title-implies-Anarch-requirement chain, the same principle now also corrected onto Club Illusion.1/CrimethInc..2 in this pass. Not 5.9 -- no trait-precedence conflict.
R0779	5.9	P	-	CHANGE	Matches the Galaric's Legacy.1/Field Training.1 override-precedence wording; part of the founding cluster for 5.9.
R0780	5.8	P	-	KEEP	Same title-consequence template -- stays 5.8.
R0800	5.9	E	-	CHANGE	Whether a vampire counts as 'Anarch' for another card's benefit check is exactly 5.9's 'whether a [changed or absent] trait counts as the trait for other cards' triggers.'
R0813	3.4	P	-	KEEP	Not 1.15/3.10 -- equipment-possession-at-resolution template, 'acting minion' only names the holder. 3.4 stays correct.
R0847	5.9	E	-	CHANGE	Same trait-recognition-for-triggers principle as Grey Thorne.2 ('cannot play Anarch cards' turning on Anarch-trait status).
R0851	6.1	E	-	KEEP	Same reaction-eligibility template as Blanket of Night.1 -- not 3.10.
R0887	1.9	P	-	CHANGE	Same empty-crypt widening as Bear-Baiting.2 -- near-identical template ('cannot be played when your crypt is empty').
R0932	2.1	E	-	KEEP	Same reaction-eligibility template -- not 3.10.
R0934	1.15	E	-	CHANGE	Same multi-copy-independent-play template as Blanket of Night.2/Cloak the Gathering.3, now recovered from the 1.2 near-miss to 1.15 with matching role for consistency (golden rule 5).
R0942	5.9	P	-	CHANGE	Matches the Galaric's Legacy.1 override-precedence pattern (shorter form, no burn clause); core 5.9.
R0943	5.8	P	-	KEEP	Same title-consequence template -- stays 5.8.
R0956	3.4,3.8	P	-	KEEP	Same equipment-possession template as Bomb.3/Chalice of Kinship.1 -- not stacking, not substitution.
R0963	1.15	P	-	CHANGE	'If multiple copies are in play, one must pay for each of them (they stack)' -- per-copy cost, named explicitly in 1.15's scope line.
R0966	3.4,3.8	P	-	KEEP	Same equipment-possession template -- not stacking, not substitution.
R0967	-	C	clarifies the card grants only an option, not the sect/infernal status itself; narrow reading specific to this card — nearest 1.1	KEEP	Not 5.9 -- this is a card-specific design quirk (an option granted without conferring the underlying Sabbat/Infernal trait), not a trait-precedence conflict or cross-card-trigger-recognition question. Remains C, fails transfer.
R0989	1.15	E	-	CHANGE	Each copy of Kindred Society Games exerts its own independent effect (separate unlock costs, separate movement) -- 1.15's per-copy-triggers domain, worked numeric example.
R0993	5.3,1.5	P	-	KEEP	Not 3.10 -- torpor/ability-use rule (1.5/5.3's existing domain); 'acting vampire' only identifies who uses the ability, no substitution occurs.
R1007	6.5,6.9,1.9	P	-	KEEP	Already correctly covers both widened codes (1.9, 6.9); the 'acting'-vocabulary hit is a substring match on '{The Unmasking}', unrelated to the acting-minion-substitution topic. No change needed.
R1020	1.15	P	-	CHANGE	'Does not stack with similar effects' is 1.15's scope line verbatim.
R1028	1.15,3.7.6	P	-	CHANGE	Multiple copies capped at one combined vote rather than stacking -- 1.15's non-stacking polarity; kept 3.7.6 for the votes-specific domain.
R1065	3.9	P	-	CHANGE	Taxonomy names this ruling directly as 3.9's founding evidence, absorbing the failed 'minion-phase action ordering' watch item.
R1067	3.9,1.15	E	recovered from C: two conflicting mandatory obligations (two copies of the same mandatory-attack card) producing a stuck-and-cannot-act deadlock is now a genuine instance of 3.9's stuck-and-cannot-act outcome, not merely this card's own quirk with itself.	CHANGE	Re-applying the transfer test now that 3.9 exists: the pattern (multiple simultaneous mandatory obligations that cannot both be satisfied -> stuck) transfers to any such pairing, so it clears C. 1.15 added as secondary for the two-copies angle.
R1079	3.7.6	E	-	KEEP	-
R1080	3.7.6	E	-	KEEP	Not 3.10 -- 'the acting vampire gains one blood' is a votes/abstain mechanic (3.7.6); 'acting vampire' just names who gains the blood, no substitution.
R1102	3.5,3.10	P	-	CHANGE	Explicitly states the card does NOT change the acting minion (for NRA purposes) -- the direct contrast case for 3.10's 'which effects carry over' extract.
R1116	3.10	P	-	CHANGE	Taxonomy's own headline exemplar for 3.10 (the action-modifiers-carry / inherent-modifiers-do-not rule); 3.1 dropped per the taxonomy's own note that 3.1 only fixes what is set at announcement and never claimed changing the actor afterwards.
R1117	3.10	P	-	CHANGE	3.10's 'eligibility keyed to what the substitute could independently have done' clause, almost verbatim; 3.1 dropped for the same reason as Mask.3.
R1122	3.10,3.9	E	recovered from C: the mandatory-action / masking-eligibility interaction (masking a mandatory action that was not mandatory for the masker) now generalizes under 3.10's eligibility rule and 3.9's mandatory-action framework, rather than being Mask-of-a-Thousand-Faces-specific.	CHANGE	Re-applying transfer/non-obviousness with the new codes in mind: this teaches that masking eligibility turns on capability, not on matching mandatory-status, which now transfers to any masking-card/mandatory-action pairing.
R1124	3.10,1.15	E	-	CHANGE	Which modifiers carry over to the masking vampire is 3.10's core question; the limited-effect-once-per-action cap is 1.15's per-copy/per-trigger cap polarity.
R1125	1.15,3.8	E	-	CHANGE	Same multi-copy-independent-play template as Blanket of Night.2/Cloak the Gathering.3/Inspire Greatness.3; 1.15 primary, kept 3.8 as the original nearest secondary.
R1133	1.15	P	-	CHANGE	'Multiple copies stack their bonuses' -- clean, direct 1.15 statement.
R1144	1.6,2.5,3.1	E	-	KEEP	Not 3.10 -- teaches persistence of a previously-met REQUIREMENT despite a later actor substitution (1.6/2.5's domain: the requirement was checked and satisfied at time of block), not which MODIFIERS carry over to a substitute (3.10's narrower named scope). The substitution is context for the 'even if' clause, not the taught principle.
R1154	6.2	E	-	KEEP	Not 3.9 -- this describes Mind Rape's own flexible burn-timing (an ability trigger usable any time in the minion phase), not whether an ACTION is mandatory. 'Non-mandatory actions' is only a timing reference point here; 3.9 is scoped to actions themselves.
R1160	5.9,3.2	P	-	CHANGE	A sect-trait change mid-action re-evaluating a dependent bonus (intercept) is core 5.9 ('whether a changed trait counts... for other cards' triggers'); identical wording is already labeled P under this pairing at Protection Racket.1 elsewhere in this chunk, corrected here for consistency.
R1185	-	C	question/answer-card mechanic specific to Monocle of Clarity's own text (answer must reflect best knowledge); taxonomy explicitly names this cluster as a rejected single-card topic mislabelled G.	CHANGE	Taxonomy's rejected-candidates list explicitly names the Monocle of Clarity question-card rulings as single-card, mislabelled G; corrected to C.
R1186	-	C	same Monocle of Clarity question-mechanic cluster (agreeing on term meanings before answering); rejected single-card topic per taxonomy.	CHANGE	Same explicit taxonomy rejection as Monocle of Clarity.1.
R1187	-	C	same cluster (inexact answers for unverifiable elements, not judge-checkable); rejected single-card topic per taxonomy.	CHANGE	Same explicit taxonomy rejection as Monocle of Clarity.1.
R1188	1.5	C	same cluster (must indicate invoking the question ability); rejected single-card topic per taxonomy. Nearest 1.5.	CHANGE	Same explicit taxonomy rejection as Monocle of Clarity.1; kept 1.5 as nearest per the original note.
R1189	-	C	same cluster (conjunctive questions answerable as a whole); rejected single-card topic per taxonomy.	CHANGE	Same explicit taxonomy rejection as Monocle of Clarity.1.
R1207	3.7.4,3.5	E	-	KEEP	Not 3.10 -- NRA/retainer-employ timing; 'acting vampire' just names the player, no substitution occurs.
R1209	5.7	E	-	KEEP	Same as Cadet.1 -- 5.7 already owns Black Hand as a named special class; not a 5.9 trait-precedence matter.
R1214	5.4,3.10,4.1	E	-	CHANGE	Reverting the acting-minion designation to normal when the substitution's source (Nar-Sheptha) is burned is the duration/end of a 3.10 substitution; kept 5.4 primary (the burn is the triggering event) and 4.1 for the combat-scope detail.
R1215	3.10,5.9	P	-	CHANGE	States that a later effect (Nar-Sheptha) supersedes an earlier acting-minion change (Deep Song) -- the precedence rule (5.9) applied to the acting-minion trait (3.10); 2.4 dropped, it owns only simultaneous ordering.
R1240	5.8	P	-	KEEP	Title-consequence definition ('loses the benefit' means...) -- stays 5.8 per the guard.
R1255	4.9	E	-	KEEP	Not 3.10 -- 'acting vampire' just identifies who the opponent currently is; no substitution occurs here.
R1257	3.10,5.7,3.1	E	-	CHANGE	'If a slave took his place' is exactly the substitution scenario 3.10 owns; the ruling teaches that a substituted opponent breaks Obedience's targeting requirement. Kept 5.7 (slave classification) and 3.1 (original announcement fixation).
R1266	1.15	E	-	CHANGE	Multiple copies capped so only one triggers -- 1.15's non-stacking/cap polarity, worked example.
R1267	1.15	E	-	CHANGE	Differential per-copy stacking (capacity stacks, votes cap) -- direct 1.15 worked example.
R1279	5.9	P	-	CHANGE	Matches the Galaric's Legacy.1/Into the Fire.1 override-precedence pattern; part of the founding 5.9 cluster.
R1280	5.8	P	-	KEEP	Same title-consequence template -- stays 5.8.
R1323	3.7.6,5.4	E	-	KEEP	Not 3.10 -- burn-attribution rule ('no matter how that vampire is burned'), same pattern as Draught of the Soul.2; not a substitution of the actor.
R1341	5.8	P	-	KEEP	Already correctly 5.8 -- same Baron-implies-Anarch chain as Garibaldi-Meucci Museum.2; this is the sibling ruling that anchors the Club Illusion.1/CrimethInc..2 correction in this pass.
R1343	3.10,5.9	P	-	CHANGE	Taxonomy names this ruling directly as both 3.10's own scope-line example (Deep-Song-style actor redefinition) and one of 5.9's three generic-precedence rulings.
R1373	5.9,3.2	P	-	CHANGE	Identical wording to Ministry.1 (sect change mid-action re-evaluating the intercept bonus); corrected to match now that 5.9 owns this, per golden rule 5 (identical rulings, identical labels).
R1401	1.15	P	-	CHANGE	'Does not stack with similar effects' -- same template as Leech.2, 1.15's scope line verbatim.
R1436	5.9	P	-	CHANGE	Matches the Galaric's Legacy.1 override-precedence wording; part of the founding 5.9 cluster.
R1437	5.8	P	-	KEEP	Same title-consequence template -- stays 5.8.
R1438	5.9	P	-	CHANGE	Whether a temporary sect override counts as satisfying another card's action-category trigger ('makes this vampire anarch') is 5.9's trait-recognition-for-triggers clause, tied to this same card's own override mechanism (Red Question.1, already 5.9).
R1456	1.1,4.3	P	-	KEEP	Not 3.9 -- 'the additional strike is mandatory' is a mandatory EFFECT at the combat level (1.1/4.3's existing domain: mandatory vs. optional effects), not a mandatory ACTION in 3.9's sense (strikes are not actions).
R1472	6.2,3.3	E	-	KEEP	Not 3.10 -- this is control theft of the acting minion (6.2: who controls it changes), not a substitution of a DIFFERENT minion into the action (3.10: the same minion keeps acting throughout).
R1481	1.10,1.12	P	-	CHANGE	1.12's scope was explicitly widened to include counter-count-on-entry conventions (a card entering with X=0 counters burns immediately) -- this is that exact case, no longer homeless.
R1522	1.15	P	-	CHANGE	Same cumulative-burn template as Aching Beauty.2/Archon.3/Camarilla Exemplary.1.
R1543	1.15,3.7.6	P	-	CHANGE	A flat per-play cap regardless of triggering-vote count is 1.15's non-scaling polarity; kept 3.7.6 for the votes-specific domain.
R1548	2.4,6.3	E	-	KEEP	Not 3.9 -- ordering of mandatory in-play EFFECTS relative to an optional card-take (2.4/6.3's existing domain), not whether a minion's ACTION is mandatory.
R1558	1.10,1.12	P	-	CHANGE	Same counter-count-on-entry widening as Riddle Phantastique.1 -- verbatim-equivalent ruling.
R1577	1.1,1.7	P	-	KEEP	Not 3.9 -- 'burning 1 blood is mandatory' is a mandatory COST/effect (1.1/1.7's existing domain), not a mandatory ACTION.
R1580	6.1	P	-	KEEP	Not 3.10 -- owner/controller choice rule; 'acting vampire' just identifies whose controller decides, no substitution occurs.
R1599	3.10,5.7	E	-	CHANGE	'Cannot be used by a Slave that entered combat instead of the acting minion' is the same slave-substitution template as Obedience.7 -- effects scoped to 'the acting minion' excluding a substitute is core 3.10; kept 5.7 for slave classification.
R1618	1.11	E	-	KEEP	Not 3.10 -- ash-heap retrieval choice; 'acting vampire' just names whose choice it is.
R1641	2.1	E	-	KEEP	Same reaction-eligibility template as Blanket of Night.1 -- not 3.10.
R1690	5.4,3.7.5	E	-	KEEP	Same burn-attribution template as Draught of the Soul.2/Political Struggle.1 -- not a substitution of the actor.
