R0897	3.7.4,5.6	E	employ effect vs. the employ action — an abnormal grab does not carry the action's rider
R0923	-	G	discard/hand management: a discard required by a card effect may be any card in hand, not only cards just drawn. Statable as a rule without naming the card. No code owns discard as a mechanic. Candidate section: 6.9 hand-and-discard
R0949	3.1,1.14,1.9	P	target card announced at announcement, set aside, and the interaction with replacement timing
R0975	1.7,5.7	E	what counts as an Imbued's "cost" — cost to influence vs. cost to recruit
R1001	4.8	P	presses are current-round only
R1027	3.7.2	E	special hunt actions and what a hunt-modifying effect may do on them
R1053	3.3,3.2	P	failing to block because of stealth still counts as declining to block. FLAG: wording is surprising (a failed block is normally distinguished from declining) — labeled as written
R1079	3.7.6,3.7.5	E	abstaining, forced abstention, and evaluation at the time votes are tallied
R1105	-	C	reads this card's own "same targets" condition as satisfied by a subset of the originally targeted Methuselahs. Not 3.1 — that owns what is fixed at announcement, not subset-matching against a card's own recorded condition
R1131	5.1	E	merging (base with advanced) is not affected by this effect
R1157	6.2,5.3	E	control reverts at end of the steal even for a torpid minion, and torpor persists
R1183	5.7,3.3	E	a Slave locking to enter combat in place of the blocker, and what that substitution preserves
R1209	5.7	E	Black Hand status is conditional on sect
R1235	5.2,5.7	E	locking an already-locked minion to satisfy a lock requirement, then unlocking via a trait. FLAG: wording reads oddly ("locking an already locked minion") — labeled as written
R1261	3.3,1.1	E	unlocking to block does not oblige a block attempt or further reactions
R1287	3.1,1.11	E	retrieval target must be announced with the action — recurring template, same label as R2171
R1313	3.7.4,5.5	E	an ally recruited by a card effect still cannot act the turn it is recruited
R1339	1.10,2.1	E	a counter can be added before the zero-counter burn resolves — window before a burn trigger
R1365	6.5	E	oust consequences: minions leaving the ready region because their controller was ousted
R1391	4.4	E	what counts as damage inflicted: retainer and environmental damage excluded
R1417	1.7,3.8	E	costs of cardless actions and of actions provided by cards in play
R1443	3.7.8,3.4	E	a saved victim makes the diablerie unsuccessful: no trophy, no blood hunt
R1469	6.3	P	requirements do not apply when taking control of a card already in play
R1495	6.5,2.4	E	Edge is received before the post-bleed pool effect applies, so the pool gain is granted. FLAG: sentence is hard to parse as written
R1521	3.7.4,1.5	E	identical template to R0247 — locking for an ability is not acting
R1547	4.3	E	you may not substitute another strike card for a strike card's required hand strike
R1555	3.3	E	the "cannot attempt to block" template
R1573	2.3,5.7	E	a status acquired by a successfully resolved action is available immediately after resolution
R1599	5.7,3.3	E	a Slave that entered combat in place of the acting minion is not the acting minion
R1625	3.1	E	directed vs. undirected: directed at every Methuselah meeting the condition
R1651	2.4	E	when several instances of an effect occur, even from one card, the controller chooses which one a modifier applies to
R1677	4.3	E	first strike ordering: a first-strike weapon strike escapes an effect resolved at normal strike timing
R1703	1.1,2.4	E	mandatory actions must be taken before optional ones
R1729	-	C	how this card's retrieval works for the Aye/Orun discipline pairs of a just-influenced Laibon. No general principle — 5.7 lists named special classes and does not cover Laibon Aye/Orun accounting
R1755	3.1	E	chosen cards named at action declaration — same announcement template as R1287/R2171
R1781	1.7,5.3	E	partial payment: pay what you can, the effect still fails, and the resulting torpor state
R1807	1.8,1.7	P	costs of canceled cards must still be paid — the canonical 1.8+1.7 pairing
R1833	6.2,6.5	E	a stolen minion whose owner has been ousted is removed from the game instead of returning
R1859	4.4	E	damage from this source is environmental
R1885	4.4	E	environmental damage is not damage inflicted by the acting vampire
R1899	3.3	E	the "cannot attempt to block" template
R1911	1.6,1.2	E	requirements are checked at play time; the card's own effect removes its own requirement
R1937	5.4	E	burn vs. minion burn: this card is not a minion when it burns, so minion-burn triggers do not fire
R1963	4.3,1.6	E	a strike that removes blood may still be used against a target with none
R1989	1.8,6.6	P	the "as played" cancel window applies to out-of-turn master cards too
R2015	4.9,4.4	E	damage still applied when combat ends prematurely
R2041	1.1	P	mandatory vs. optional effects — same template as R0325
R2067	3.3	E	the "cannot attempt to block" template
R2093	1.8,5.2	P	wakes may be played in the "as played" window, before the card's effects apply
R2119	3.7.1	E	bleed amount arithmetic, self-targeting the modifier
R2145	1.8,1.6	P	cancel effects reach only cards played from hand in the normal fashion; identical wording to R2599
R2171	3.1,1.11	E	retrieval target announced with the action — same template as R1287
R2197	-	G	hand size: hand-size increases are not limited to once per turn and stack across multiple master phase actions. Statable without the card. Touches 6.6 (master phase) and 1.2 (periodicity) but the object is hand size, which no code owns. Candidate section: 6.9 hand-and-discard
R2223	3.7.6,5.8	E	titles suppressed: no ballot from the title, but the sub-referendum and non-title bonus ballots survive
R2249	1.7	P	a cost reduction changes the cost other effects read
R2275	5.8,3.7.6	E	playing an action "requiring" a title is not being seen as holding it during the referendum
R2301	1.7,6.1	E	who chooses the payment currency for a cost — the Methuselah playing the card
R2327	4.9,3.6	E	effects queued to happen after combat are lost when a new combat begins, except unlocks
R2353	3.7.7,1.7,1.1	P	rescue cost reduction applies regardless of who pays, and is not optional
R2379	5.2,6.4,2.4	E	returning to play at the start of the unlock phase and unlocking normally that same phase
R2405	5.8	E	title and votes survive a sect change
R2431	4.4	E	counter-based damage is environmental — same principle as R1859
R2457	4.8,4.1	E	a press-granting ability is usable only in the press step
R2483	1.5	E	a choice made as a card is played vs. a choice made by an effect of a card already in play — the two are not the same event
R2509	-	C	reads the scope of this vampire's own ability as requiring her to be the one in combat. Nothing general — 1.5 owns ability use vs. card play, not the scope clause of an individual ability
R2535	1.3,1.7	E	locations that are equipment (locquipments) and paying for them
R2561	4.5	P	"immune" means damage is never inflicted, so unpreventable and out-of-combat damage are equally excluded
R2587	2.2	P	"as the action is announced" modifiers precede ordinary action modifiers
R2593	1.8,1.9	P	the "as played" window: no replacement, immediate cancellation, wakes excepted
R2599	1.8,1.6	P	cancel reaches only cards played from hand in the normal fashion; identical wording to R2145
R2604	3.7.2	P	hunt value increases apply to special hunt actions; blood comes from the hunt's target
