R0205	1.1	E	!TENSION:no-effect-plays a prohibition bars playing even for zero effect — the inverse of the Draba case (identical wording to Blood Fury.6)
R0206	2.4,4.5	E	-
R0207	4.5	E	-
R0208	4.4	P	-
R0209	4.2,4.3	E	-
R0210	1.1	C	non-interaction between two named cards (Blood Trade / Consanguineous Boon); no principle transfers beyond the pair — fails transfer. Nearest 1.1, and only loosely.
R0211	5.5	E	-
R0212	5.5	C	Anarch-faction-specific hand-off mechanic unique to Blood Turnip — fails transfer to other transfer-effect cards.
R0213	1.9	E	-
R0214	5.8	E	-
R0215	4.8	P	-
R0216	4.5	P	-
R0217	1.6	C	restates this card's own printed target requirement (superior Valeren) — fails transfer to other cards' discipline-level requirements.
R0218	3.7.3	E	-
R0219	3.5	E	-
R0220	4.3	P	-
R0221	1.3	E	-
R0222	4.4	E	-
R0223	4.4	P	-
R0224	1.1	E	!TENSION:no-effect-plays a prohibition bars playing even for zero effect — the inverse of the Draba case (identical wording to Blood Fury.6)
R0225	4.5,4.2	E	-
R0226	1.1	E	-
R0227	4.4	E	-
R0228	3.4	E	!TENSION:no-effect-plays permissive side: the action proceeds and can even succeed while having no effect, mirroring Draba.3
R0229	4.7,1.10	E	-
R0230	4.8	P	-
R0231	5.2,4.9	E	-
R0232	5.2,4.9	E	-
R0233	1.1	E	!TENSION:no-effect-plays prohibition bars play when the effect (stealth) would not be needed — prohibition side of the question
R0234	3.2	E	-
R0235	4.3	P	-
R0236	4.6,4.5	E	-
R0237	6.3,1.6	P	-
R0238	5.7	C	scope limit of a control-taking effect against Imbued incapacitation, a narrow interaction specific to Imbued mechanics — fails transfer beyond it. Nearest 5.7.
R0239	4.4	E	-
R0240	1.8	E	-
R0241	-	C	pure two-card interaction (Botched Move / Dark Influences); no general principle and nothing in the taxonomy comes close — fails transfer.
R0242	2.5,6.2	E	-
R0243	5.1	C	position-based crypt targeting plus secret counter-tracking, unique to Brainwash's own mechanic — fails transfer to other cards' targeting. Nearest 5.1.
R0244	4.4	E	-
R0245	4.2	P	-
R0246	5.4	E	-
R0247	3.7.4	E	-
R0248	4.5	E	-
R0249	5.2	E	-
R0250	5.2	E	-
R0251	1.1	E	!TENSION:no-effect-plays prohibition side: cannot be played absent a suitable minion to act on
R0252	3.5	E	-
R0253	3.3	E	-
R0254	1.1,5.2	E	!TENSION:no-effect-plays prohibition side: cannot be played absent a ready, unlocked minion; also touches 5.2's lock-state requirement
R0255	1.6	C	restates this card's own printed target restriction (ready acting Brujah) — fails transfer.
R0256	5.7	C	complex Orun/Laibon lock-and-bleed interaction unique to this card — fails transfer.
R0257	4.4	P	-
R0258	1.1	E	-
R0259	4.3	E	-
R0260	4.3	E	-
R0261	4.3	E	-
R0262	4.4	E	-
R0263	4.4,4.2	E	-
R0264	3.7.5	E	-
R0265	3.7.5	E	-
R0266	5.7	E	-
R0267	1.6	C	this card's own action requires the Baali clan/discipline to take — a printed gate specific to this card, not a general requirements principle.
R0268	5.7	E	-
R0269	1.1	E	!TENSION:no-effect-plays permissive side: playable against a target with none of the relevant resource, mirroring Draba.3
R0270	4.5	E	-
R0271	6.9,5.7,1.9	E	-
R0272	4.4	E	-
R0273	1.15	P	-
R0274	1.7,3.3	E	-
R0275	1.15	E	-
R0276	5.7	E	-
R0277	2.5,5.6	E	-
R0278	3.4	E	!TENSION:no-effect-plays permissive side, identical wording to Bomb.3: action proceeds and can succeed while having no effect
R0279	6.5,1.7	C	this card's own mass pool-burn rate (per equipment/location/retainer) restates its printed effect — fails transfer to other cards' cost structures.
R0280	1.1	E	!TENSION:no-effect-plays prohibition side: cannot be played absent equipment to destroy
R0281	2.3	P	-
R0282	2.2	E	-
R0283	2.3,3.5	E	-
R0284	3.5	E	-
R0285	3.7.4,3.7.8	E	-
R0286	1.2	P	-
R0287	4.4	E	-
R0288	4.4,4.9	E	-
R0289	4.9,4.4	E	-
R0290	4.6	E	-
R0291	4.3,4.4	E	-
R0292	4.9,2.3	E	-
R0293	5.3,4.9	E	-
R0294	4.4	P	-
R0295	2.3,5.2	E	-
R0296	1.7	E	-
R0297	1.7,3.7.7	E	-
R0298	1.13	E	-
R0299	6.2,5.4	E	-
R0300	6.2	C	Chain of Command's own crypt-return condition when its temporary vampires can't bleed; fails transfer — no other card shares this specific requirement-then-return mechanic. Nearest 6.2 (temporary control) but that section doesn't own this return condition.
R0301	3.4	P	-
R0302	5.1,6.4	P	-
R0303	5.1	C	Card-specific clarification of what Chameleon may target (own vampires, to grant Anarch sect); fails transfer — answers only this card's own targeting legality. Nearest 5.1 (vampire trait changes), which doesn't own targeting scope.
R0304	4.8	P	-
R0305	3.6	P	-
R0306	3.6	P	-
R0307	3.6	P	-
R0308	3.6,1.11	P	-
R0309	3.6,4.9	P	-
R0310	1.5,5.2	P	-
R0311	4.1,2.5	E	-
R0312	3.5	E	-
R0313	3.5	E	-
R0314	2.3,3.5	E	-
R0315	3.5	P	-
R0316	3.5	P	-
R0317	3.5	P	-
R0318	3.5,3.7.3	P	-
R0319	3.5	P	-
R0320	3.3	E	-
R0321	3.3	E	-
R0322	3.5,2.3	P	-
R0323	3.9	P	-
R0324	3.7.7,3.7.8	E	-
R0325	1.1	P	-
R0326	3.1	E	-
R0327	4.4	P	-
R0328	3.4	P	-
R0329	4.2	P	-
R0330	4.4	P	-
R0331	1.9,2.4,5.4	P	-
R0332	3.1,1.14,1.9	E	-
R0333	3.7.5	P	-
R0334	3.7.5	E	-
R0335	1.14	E	-
R0336	1.14,3.1,3.5	E	!DROPPED:1.8 the "stays in hand if canceled/failed" clause also touches 1.8's cancellation scope.
R0337	1.8,3.4,3.7.6	P	-
R0338	1.8	E	-
R0339	3.5	C	Charming Lobby's own consequence of {Delaying Tactics} (card returns to hand, others barred from the action); fails transfer — the "others forbidden" clause is this card's printed text, not a general rule. Nearest 3.5 (canceled/failed action consequences).
R0340	1.6,1.7	P	-
R0341	1.7	P	-
R0342	3.7.8,3.7.5	P	-
R0343	5.5,3.7.5	E	-
R0344	1.3,3.8	E	-
R0345	5.3	C	Charnas' own trigger condition (does nothing to an empty vampire that unlocks-in-torpor); fails transfer — specific to Charnas' blood-emptiness check. Nearest 5.3 (torpor state).
R0346	4.5,1.1	P	-
R0347	1.10,6.5	P	-
R0348	3.7.3	P	-
R0349	4.3,4.5	P	-
R0350	1.12	C	Card-specific note on which counter types Church of the Order of St. Blaise may place on locations; fails transfer — no general principle about counters, just this card's compatibility. Nearest 1.12 (cards on cards / counters on hosts).
R0351	3.5,2.3	P	-
R0352	5.7	E	-
R0353	5.9	P	-
R0354	5.1	P	-
R0355	5.8,5.1	P	-
R0356	5.9,5.1	P	-
R0357	3.3	E	-
R0358	3.5,3.8	P	-
R0359	4.3,4.5	P	-
R0360	4.4	P	-
R0361	2.5	P	-
R0362	1.14,2.4,4.10	P	!DROPPED:5.4 "does not burn if temporarily out of play" also touches 5.4 (burning minions).
R0363	3.1,1.14	E	-
R0364	3.2	E	-
R0365	5.2	E	-
R0366	3.2,1.15	E	-
R0367	5.8	P	-
R0368	5.5,1.7	P	-
R0369	4.2	P	-
R0370	4.8	P	-
R0371	4.8	P	-
R0372	4.6	P	-
R0373	4.2	C	Restates that this strike-type effect only functions at close range, per the cited rulebook resolve-strike rule; fails non-obviousness — a judge fluent in the rulebook already knows this. Nearest 4.2 (range).
R0374	5.3,4.5	E	-
R0375	3.7.1	E	-
R0376	1.11	P	-
R0377	6.4,3.5	P	-
R0378	1.6,1.7	P	-
R0379	1.4,1.11	E	-
R0380	4.4	P	-
R0381	4.3	E	-
R0382	3.1	P	-
R0383	1.14,3.1	E	-
R0384	4.10	P	-
R0385	4.10,4.4	P	-
R0386	1.7	P	-
R0387	1.7	P	-
R0388	2.2	E	-
R0389	2.5,5.7	P	-
R0390	3.1	E	-
R0391	3.7.6	P	-
R0392	3.7.1	E	-
R0393	4.4	P	-
R0394	4.6,4.7,4.4	P	-
R0395	5.4	P	-
R0396	3.7.5	C	Card-specific numeric-allocation constraint of Conservative Agitation's point distribution; fails transfer — no other card shares this exact allocation clause. Nearest 3.7.5 (referendum procedure).
R0397	6.5	C	Restates that you may allocate more points than a target has pool, mirroring the well-known bleed-for-more-than-pool rule; fails non-obviousness. Nearest 6.5 (pool).
R0398	1.6	C	Confirms Consignment to Duat may target a vampire with no blood; fails non-obviousness — targeting "a vampire" never implicitly requires blood > 0 absent card text saying so. Nearest 1.6 (requirements).
R0399	3.7.8,5.4	P	-
R0400	6.9,1.9	P	-
R0401	1.6	C	Card-specific clan requirement (must not control a ready Nagaraja) gating Consume the Dead's burn option; fails transfer — specific to this card's own printed condition. Nearest 1.6 (requirements).
R0402	4.3,4.6	P	-
R0403	4.8,4.1	E	-
R0404	1.5	P	-
R0405	1.9,3.7.4	P	-
R0406	3.3	E	-
R0407	3.1	C	Reminder that Coterie Tactics does not override the normal prey/predator/target restrictions; fails non-obviousness — restrictions apply by default absent an overriding card text. Nearest 3.1 (targets).
R0408	3.3,3.4	P	-
R0409	5.3	C	Card-specific requirement gating Council of Seraphim's burn option (all Seraph in torpor); fails transfer — specific to this card's own group of vampires. Nearest 5.3 (torpor state).
R0410	5.2,1.5	E	-
R0411	1.15	E	-
R0412	1.2	P	-
R0413	5.2,4.5	P	-
R0414	6.3,1.1	P	-
R0415	4.4	P	-
R0416	1.6	C	Restates that an "or" clan requirement (Tremere or Tremere antitribu) is satisfied by either; fails non-obviousness — reading "or" in a requirement clause is the ordinary meaning. Nearest 1.6 (requirements).
R0417	6.7	P	-
R0418	3.4	P	-
R0419	5.8	P	-
R0420	6.5	C	Card-specific restriction (unusable if the action that triggered it also ousted you); fails transfer — tied to this card's own printed condition. Nearest 6.5 (ousting).
R0421	3.5	P	-
R0422	1.6,3.7.3	P	-
R0423	2.5,5.7	P	-
R0424	3.9	P	-
R0425	5.7,5.2	E	-
R0426	3.5,5.2	E	-
R0427	3.5	E	-
R0428	3.6	P	-
R0429	3.6	P	-
R0430	3.6,1.11	P	-
R0431	3.7.8,5.4	P	-
R0432	3.7.5	P	-
R0433	3.7.5	E	-
R0434	6.5	P	-
R0435	3.5	E	-
R0436	1.8	E	-
R0437	3.1	E	-
R0438	1.6,3.7.3	E	-
R0439	4.4	E	-
R0440	4.4	E	-
R0441	4.4	E	-
R0442	4.4	P	-
R0443	4.4	E	-
R0444	4.4	E	-
R0445	4.4,4.9	E	-
R0446	-	C	mechanics of Dam the Heart's River's own cost trigger (blood payment for a maneuver-strike chosen when range is set); fails transfer — no other card conditions a cost this way. Nearest 1.7, which owns cost timing generally but not this card's own trigger.
R0447	2.3,2.4	P	-
R0448	3.5,4.4	E	-
R0449	3.5,3.4	P	-
R0450	3.5	E	-
R0451	4.6,4.7	P	-
R0452	4.3,4.7	E	-
R0453	2.4	E	-
R0454	2.5,1.11	E	-
R0455	4.4	E	-
R0456	4.4	E	-
R0457	4.4	E	-
R0458	1.1	E	!TENSION:no-effect-plays a prohibition bars playing prevention cards even for zero net effect (cycling) — same slug as Blood Fury.6/Draba.3 in calibration.md.
R0459	1.8,4.3	E	-
R0460	1.8,4.9	E	-
R0461	4.4	E	-
R0462	5.3,2.4	P	-
R0463	1.8,5.2	E	-
R0464	-	C	restates Deep Cover Agent's own burn-option condition ("all your Seraphs in torpor" = "no ready Seraph"); fails transfer — no other card in this corpus shares this exact condition. Nearest 5.7 (Seraph as special class), which doesn't own ability-activation conditions.
R0465	1.1	E	!TENSION:no-effect-plays clarifies the burn-option condition is exactly as printed (no ready Seraph), independent of whether a valid target exists — an ability-activation instance of the no-effect-plays question, same polarity as Draba.3 (permitted despite no effect).
R0466	2.4,3.5	P	-
R0467	3.10,5.9	P	-
R0468	1.2,4.3	E	-
R0469	1.6	E	-
R0470	3.7.1	P	-
R0471	3.3	E	-
R0472	3.7.1,2.1	P	-
R0473	3.3,3.2	E	-
R0474	3.7.5,3.7.6	P	-
R0475	3.8	E	-
R0476	3.7.5	E	-
R0477	1.14,3.7.5	E	-
R0478	1.11,3.7.5	E	-
R0479	3.7.5	E	-
R0480	3.7.5,3.8	E	-
R0481	-	C	restates Derange's own targeting restriction (cannot move it to a vampire already of the target clan); fails non-obviousness — follows directly from the card's printed clan-change effect. No section owns single-card targeting restrictions like this; nearest 1.6.
R0482	2.5	P	-
R0483	5.9	P	-
R0484	5.8	P	-
R0485	2.5	P	-
R0486	1.6	E	-
R0487	5.9	P	-
R0488	6.2,6.4	P	-
R0489	4.4,6.4	E	-
R0490	5.5,6.4	E	-
R0491	6.4,5.2	E	-
R0492	6.4,1.13,5.8	P	-
R0493	6.4	E	-
R0494	1.13,6.4	E	-
R0495	3.5,2.3	P	-
R0496	3.5	P	-
R0497	3.1,5.6	E	-
R0498	1.6	E	-
R0499	4.8	P	-
R0500	3.7.5	P	-
R0501	-	C	Diabolic Lure's own pact-counter/pool-burn mechanic; fails transfer — the "counters reach capacity" condition is unique to this card's pact system. Nearest 1.7 (costs), which doesn't own pact-specific triggers.
R0502	1.8,1.9	P	-
R0503	1.8,1.7,6.2	E	-
R0504	1.8,1.7	E	-
R0505	-	C	restates that Diamond Thunderbolt (a cancel effect) does not also extend a temporary control effect's duration; fails non-obviousness — a cancel card is not an extension effect, so this follows directly from what the card does. Nearest 6.2, which doesn't own this specific non-interaction.
R0506	6.5	P	-
R0507	3.4,2.3	P	-
R0508	4.8,4.9	P	-
R0509	4.4	E	-
R0510	4.9,2.4	P	-
R0511	5.2,3.7.6	P	-
R0512	3.7.6,5.2	P	-
R0513	1.5,5.2	P	-
R0514	1.14,3.1	P	-
R0515	1.13,4.10	E	-
R0516	6.3	P	-
R0517	6.3,1.3	E	-
R0518	6.3,1.3	E	-
R0519	4.8	P	-
R0520	3.7.5	E	-
R0521	-	C	restates the bracket-notation convention that a capitalized discipline symbol requires superior level; fails non-obviousness — any judge fluent with discipline-level notation already knows this. Nearest 1.6.
R0522	3.4,3.1	E	-
R0523	3.7.1	E	-
R0524	4.7	E	-
R0525	3.7.5,5.2	E	-
R0526	4.4	E	-
R0527	2.3,2.4	P	-
R0528	6.3,1.3	E	-
R0529	1.5,5.2	P	-
R0530	3.4,3.1	E	-
R0531	3.2,1.2	E	-
R0532	3.2	E	-
R0533	3.2	E	!TENSION:no-effect-plays playable although it will do nothing; the prohibition cases (eg. Dead Hand.2, this chunk) point the other way.
R0534	3.3,3.2	P	-
R0535	3.7.4	E	-
R0536	4.10,4.7	E	-
R0537	3.4,3.1	E	-
R0538	5.4	P	-
R0539	5.4	P	-
R0540	3.7.8	E	-
R0541	4.4,4.8	E	-
R0542	5.7,6.7	E	-
R0543	1.8	E	!WORDING the ruling's phrasing is garbled ("cannot be used when a card is played to draw a card that would cancel it as it is played") — labeled as written; flagging for a check against the original ruling.
R0544	6.9,1.9	P	-
R0545	6.9,2.4	P	-
R0546	2.4,5.2	E	-
R0547	4.10,1.5	E	-
R0548	5.1	P	-
R0549	5.1,3.4	E	-
R0550	5.1	E	-
R0551	5.1,2.4	E	-
R0552	5.1,5.4	E	-
R0553	5.1	E	-
R0554	5.1,2.4	E	-
R0555	5.1,2.5	P	-
R0556	4.8,1.2	P	-
R0557	4.4	E	-
R0558	4.3,1.2,4.6	E	-
R0559	4.6	P	-
R0560	3.3	P	-
R0561	3.3,3.6	P	-
R0562	5.2,4.9	E	-
R0563	4.2,5.6,5.7	E	-
R0564	4.6	P	-
R0565	1.7,3.1,5.2	P	-
R0566	3.7.4	E	-
R0567	6.1	E	-
R0568	5.2	E	-
R0569	3.8	E	-
R0570	1.11,3.7.5	E	-
R0571	1.11,3.5	E	-
R0572	1.6,1.8,3.7.6	P	-
R0573	-	C	specific incompatibility between Echo of Harmonies' retained political action and Charming Lobby; fails transfer — no other card pairing is affected by this restriction. Nearest 3.7.5, which owns referendum procedure generally but not this specific card interaction.
R0574	2.3,2.4	P	-
R0575	3.1,3.4	P	-
R0576	3.1,3.7.1	E	-
R0577	1.13	E	-
R0578	-	C	specific numeric interaction between Eldest Command Undeath and Voter Captivation (counter split 2/0); fails transfer — the split amounts are this card pairing's own text. Nearest 3.7.5 (referendum) / 6.5 (pool), neither of which owns this specific interaction.
R0579	4.5	E	-
R0580	4.9,4.7	E	-
R0581	3.3	E	-
R0582	3.3	E	-
R0583	4.9	P	-
R0584	-	C	card's own ability requires being in play/ready; obvious a burned/ash-heaped card can't act — fails non-obviousness. Nearest 1.5, adds nothing new.
R0585	1.6,1.7	E	-
R0586	5.3	E	-
R0587	2.1,6.1	E	-
R0588	1.1	P	-
R0589	3.5,1.7	E	-
R0590	-	C	'X or X antitribu' clan requirement; 'or' meaning either is plain-English obvious — fails non-obviousness. Nearest 1.6.
R0591	6.7	E	-
R0592	1.7	E	-
R0593	3.5,1.7	E	-
R0594	4.9,2.5	P	-
R0595	2.3	P	-
R0596	3.5	P	-
R0597	-	C	restates the card's own printed target (prey); no general targeting principle beyond this card's text — fails transfer. Nearest 3.1.
R0598	3.4,3.5,6.5	E	-
R0599	4.2	E	-
R0600	5.3	E	-
R0601	1.8	E	-
R0602	1.8,1.11	E	-
R0603	-	C	confirms the chosen card is visible to all; ash heaps are already fully public zones, so this is obvious — fails non-obviousness. Nearest 1.11.
R0604	1.14	E	-
R0605	4.4	P	-
R0606	4.3	E	-
R0607	1.2,4.3	E	-
R0608	4.7,4.3	E	-
R0609	5.4,4.3	E	-
R0610	-	C	cannot burn a vampire no longer in play; obvious you cannot affect what isn't there — fails non-obviousness. Nearest 1.10.
R0611	2.5,1.10	E	-
R0612	3.1	E	-
R0613	2.5,1.12	E	-
R0614	3.3	E	-
R0615	3.3	E	-
R0616	3.3,3.4	E	-
R0617	2.4,6.5	P	-
R0618	1.7,6.5	E	-
R0619	5.3	E	-
R0620	6.6,1.7	P	-
R0621	1.2	E	-
R0622	4.5,4.4	E	-
R0623	1.6,5.2	E	-
R0624	1.5	E	-
R0625	6.5	C	auction/bid resolution mechanics specific to Extremis Boon's own card text; taxonomy explicitly names this ruling as a rejected single-card topic mislabelled G -- fails transfer.
R0626	6.5	C	minimum-bid requirement specific to Extremis Boon's own card text; same explicit rejection as Extremis Boon.1 -- fails transfer.
R0627	3.3,1.1	P	-
R0628	2.3	P	-
R0629	1.2,2.5	E	-
R0630	3.6,1.2	E	-
R0631	3.3	E	-
R0632	3.3	E	-
R0633	3.3,5.2	E	-
R0634	2.3	P	-
R0635	3.5	P	-
R0636	1.7	P	-
R0637	3.3	E	-
R0638	3.6	E	-
R0639	5.9	P	-
R0640	5.9	P	-
R0641	5.8	P	-
R0642	5.9	P	-
R0643	5.9	P	-
R0644	5.9	P	-
R0645	5.8	P	-
R0646	5.9	P	-
R0647	-	C	blocks a stealth-then-cancel combo unique to this card's own ability chaining into itself — fails transfer, affects no other card. Nearest 3.2.
R0648	2.4	P	-
R0649	3.2	E	-
R0650	5.2	E	-
R0651	6.3,1.6	P	-
R0652	-	C	obviously cannot steal a weapon that doesn't exist; restates a precondition already implied by the card's own text — fails non-obviousness. Nearest 4.10.
R0653	4.9,3.6	P	-
R0654	4.9	P	-
R0655	4.3,1.2	E	-
R0656	2.3,2.4	P	-
R0657	5.2	E	-
R0658	4.6,3.4	E	-
R0659	5.5,5.4	E	-
R0660	5.5,3.10	E	-
R0661	5.5,5.4	E	-
R0662	3.7.3,5.3	E	-
R0663	4.2	E	-
R0664	6.9,2.4	E	-
R0665	3.7.6,6.5	E	-
R0666	3.7.2	P	-
R0667	3.7.2,3.4	P	-
R0668	5.9	P	-
R0669	5.8	P	-
