R0933	reminder that lock restricts actions, not card plays; fails non-obviousness — nearest 1.5	100992|Inspire Greatness.2	Can be played by a locked vampire. [LSJ 19980210]
R0951	obvious consequence of unlocking resetting ability to act, a separate action from the Jack's own; fails non-obviousness — nearest 3.7.3	101016|Jack of Both Sides.4	Does not prevent the acting vampire from playing the equipment or retainer directly this turn if he unlocks (not the same action). [ANK 20180817]
R0953	this card's own fixed life stat; no general principle — nearest 5.5	101019|Jake Washington.2	His "starting life amount" is 1 ({Vagabond Mystic} cannot give hime more life). [LSJ 20030520-2]
R0954	trivial reading of its own "or" clause between two clan names; fails non-obviousness — nearest 1.6	101020|Jar of Skin Eaters.1	Only requires one clan or the other (Tremere or Tremere antitribu) to be played. [ANK 20190203]
R0959	describes only its own targeting/resolution outcome on an empty vampire; fails transfer — nearest 4.4	101021|Jar the Soul.1	Does not damage vampires: an empty vampire will simply attempt to burn blood and fail. [TOM 19951212-2]
R0962	card's own equip/counter interaction; fails transfer — nearest 1.12	101026|Journal of Hrorsh.1	Equipping it does not put a counter on it [LSJ 20100207-2]
R0967	clarifies the card grants only an option, not the sect/infernal status itself; narrow reading specific to this card — nearest 1.1	101035|Kaymakli Fragment.1	Does not make the vampire Sabbat nor infernal: it merely gives the option to such vampires. [PIB 20150809]
R0969	trivial reading of "any" as "all"; fails non-obviousness, cf. Great Symposium.1 — nearest 1.2	101036|Kaymakli Nightmares.1	"Any crypt cards" means all of them. [LSJ 20080229]
R0990	card's own point-allocation limit; fails transfer — nearest 6.5	101056|Kine Resources Contested.1	Cannot allocate 4 points to a single Methuselah, but you can allocate points to yourself. [LSJ 20000622]
R0991	card's own allocation-exceeding-pool rule; fails transfer — nearest 6.5	101056|Kine Resources Contested.2	Can allocate more points than a Methuselah has pool. [LSJ 20020819]
R0998	card-specific steal-strike targeting a low-resource minion; fails non-obviousness — nearest 4.4	101066|Kraken's Kiss.2	[VIC] The strike to steal 2 blood can be used on a minion with less than 2 blood or life. [RTR 20010711]
R1025	card-specific requirement that a vampire exist to hunt on; fails transfer beyond Legacy of Caine's vampire-targeted hunt mode	101086|Legacy of Caine.3	The vampire cannot hunt if there are no vampires at all. [LSJ 19970224]
R1047	card-specific rule for how Lock's own condition is satisfied across several targets; fails transfer, no other card shares this "any one target suffices" wording	101118|Lock.1	Once in play, applies to an action if any one of its targets would be enough to enable his effect. [LSJ 20080809-2] [KOT 20081119]
R1076	specific two-card interaction (Madness Network's out-of-turn grant meeting Mask's masking restriction); fails transfer beyond this pairing	101139|Madness Network.2	A non-Malkavian cannot use {Mask of a Thousand Faces} to assume the action of a Malkavian on someone else's turn. [LSJ 19981007]
R1077	card-specific restriction on Madness Network's own out-of-turn action grant (forced hunt when no blood); fails transfer to other cards	101139|Madness Network.3	If a Malkavian has no blood, he may declare an action during another Methuselah's turn but, if he does, that action must be a hunt action. [LSJ 20060508]
R1100	idiosyncratic bidding/auction mechanic specific to this card; fails transfer to non-auction cards	101158|Malkavian Time Auction.2	Bidding continues until noone wants to bid. You do not participate in the bid. [LSJ 20030604]
R1105	narrow interaction of burning during an action whose targets only partially overlap a prior action's; fails transfer	101169|Marked Path.1	Can be burned during an action that targets only part of the Methuselah that were targeted by the first action. [LSJ 20100527]
R1106	card-specific equipment self-targeting restriction; fails transfer beyond this ring	101174|Martinelli's Ring.1	The bearer cannot use [ser] or [dem] cards on themselves (eg. {Mummify}). [LSJ 20080212]
R1114	restates the ordinary control principle (only the controller of the acting minion may play this) — obvious even to a fluent judge; fails non-obviousness	101179|Mask of a Thousand Faces.1	Can only be played by the controller of the acting minion. [LSJ 19990425]
R1115	narrow masking-eligibility exception specific to equipment-granted actions; fails transfer	101179|Mask of a Thousand Faces.2	Cannot be used to take over an action granted by an equipment the masked minion has, even if the masking vampire also has the same equipment. [LSJ 20020926]
R1118	narrow timing window specific to Mask's own masking mechanic; fails transfer	101179|Mask of a Thousand Faces.5	Can be used after the action is blocked and before the block resolution (eg. {Venenation} can be played both before and after). [LSJ 20010803]
R1119	narrow interaction of masking with unblockable effects; fails transfer	101179|Mask of a Thousand Faces.6	Can be used after blocks are declined if the masked minion was benefiting from an effect that made him unblockable, even if the masking minion does not benefit from the same effect (eg. {Toreador Grand Ball}, {Nakhthorheb}). [PIB 20150924-1] [PIB 20150930]
R1120	restates Mask's own requirement (unlocked vampire) colliding with locked-minion actions; fails transfer	101179|Mask of a Thousand Faces.7	Cannot be used to take over an action requiring a locked minion like {Force of Will}, since Mask requires an unlocked vampire. [LSJ 20020927]
R1147	obvious requirement that a valid target exist for the effect; fails non-obviousness	101205|Mesmerize.1	Cannot be used if there is no equipment to steal. [RTR 19980928]
R1162	burn-option trigger tied to vampires with [mal] being in torpor is this card's own condition-check; fails transfer, nearest 5.3 (torpor) but that doesn't own conditional burn options	101220|Minor Curse.1	The burn option can be used if all your vampires with [mal] are in torpor. [LSJ 20091203]
R1185	question/answer-card mechanic specific to Monocle of Clarity's own text (answer must reflect best knowledge); taxonomy explicitly names this cluster as a rejected single-card topic mislabelled G.	101240|Monocle of Clarity.1	The answer must be "yes" or "no", to the best of the player's knowledge. [LSJ 20021122-4]
R1186	same Monocle of Clarity question-mechanic cluster (agreeing on term meanings before answering); rejected single-card topic per taxonomy.	101240|Monocle of Clarity.2	The owner and target Methuselah have to agree on the meanings of the terms of the question (eg. "bounce" card). In case of doubt, they should discuss to agree on a shared meaning for those terms before answering the question. [LSJ 20030908]
R1187	same cluster (inexact answers for unverifiable elements, not judge-checkable); rejected single-card topic per taxonomy.	101240|Monocle of Clarity.3	The answer may be inexact when pertaining to an unverifiable element, such as the deck's content. A judge cannot be called to check the deck content. [LSJ 20021121-3] [PIB 20111213]
R1188	same cluster (must indicate invoking the question ability); rejected single-card topic per taxonomy. Nearest 1.5.	101240|Monocle of Clarity.4	The owner must indicate that they are using the Monocle to ask the question, by whatever method passes for such an indication. [LSJ 20021121-4]
R1189	same cluster (conjunctive questions answerable as a whole); rejected single-card topic per taxonomy.	101240|Monocle of Clarity.5	You can ask a question about multiple things using conjunctions, as long as the question as a whole can be answered by "yes" or "no". [LSJ 20021212]
R1199	restates this card's own printed play-restriction (controller of the acting minion only); no transfer beyond the card's text	101245|Mouthpiece.1	[DOM] Can only be played by the controller of the acting minion. [LSJ 19990425]
R1202	card-specific restriction on what the played [dom] card grants; fails transfer, no other card's ruling changes	101245|Mouthpiece.4	[DOM] Cannot be used to let the target play a [dom] action card. [LSJ 20100527]
R1213	!WORDING unclear whose search this binds ("each Methuselah" vs. the searching player); as written it restates that all matching copies must be found, which fails non-obviousness	101263|Name Forgotten, The.1	Each Methuselah must find as many copies of the vampire as possible when searching. [LSJ 20050611]
R1234	restates this event's own printed lock-or-burn requirement each unlock phase; fails non-obviousness, no transfer beyond this card	101285|Nightmares upon Nightmares.1	You cannot end your unlock phase or pass the impulse if you control a minion you haven't locked or burned a card for. [ANK 20210322]
R1236	lists this card's own exemptions (mortal allies, high-capacity vampires); card-specific scope, no transfer	101285|Nightmares upon Nightmares.3	Mortal allies are not affected, and vampires with capacity above the number of Gehenna cards in play are not affected. [LSJ 20040415]
R1238	restates this weapon's own printed close-range-only restriction; fails non-obviousness	101287|Nightstick.2	Both strikes are only effective at close range. [ANK 20220814-2]
R1239	states this card's own Anarch-requirement status; card-specific fact, no transfer to other cards	101290|No Confidence.1	Is not a card requiring an Anarch. [LSJ 20080812]
R1244	procedural mechanics specific to this card's mass equipment-redistribution effect; no evidence of a recurring template, fails transfer; nearest 3.7.3	101295|Nod.1	Choose for each equipment which minion will receive it, then transfer all the equipment accordingly. [ANK 20190717-1]
R1269	restates the card's own Laibon clan requirement; fails non-obviousness	101331|Orun.4	The effects do not apply if the vampire is not Laibon. [ANK 20221208]
R1270	timing of this card's own Orun-burn cost relative to its special enter-combat action; card-specific, fails transfer; nearest 4.9	101331|Orun.5	If the Laibon performs a Ⓓ action to enter combat, they burn one Orun only after combat. [ANK 20240809]
R1274	narrow interaction of this card's granted Auspex block with Sniper Rifle's own strike requirement; fails transfer beyond this exact combination; nearest 4.3	101333|Ossian.4	If Auspex [aus] was used to block him, the blocker can use an effect to set the range, but not a {Sniper Rifle} as it would require him to strike with it, which he cannot. [LSJ 20100827]
R1275	specific to this card's own repeated-Auspex-use case; nearest 4.3 (strikes) but establishes no rule beyond this card	101333|Ossian.5	If no Auspex [aus] was used previously, an Auspex [aus] strike can be used (eg. {Charismatic Aura}). [ANK 20210614]
R1288	restates the default "must have a legal target" requirement; fails non-obviousness	101353|Parity Shift.1	Cannot be played if there is no legal target (no other Methuselah with more pool than you). [ANK 20191228]
R1293	restates this card's own printed search restriction (no discipline already at superior on all vampires); fails transfer	101360|Path of Death and the Soul.1	You cannot choose a Discipline card that all your vampires already have at superior. [LSJ 20031209]
R1309	Personal Scourge's own protection scope (excludes self-inflicted weapon damage); fails transfer — no recurring "self-inflicted damage" formula to generalize from; nearest 4.5, which owns prevention scope generally, not this card's specific exclusion	101395|Personal Scourge.2	Does not protect the target from self-inflicted damage from a weapon. [LSJ 19980216]
R1328	Portrait's own capacity-reveal/bled-this-turn condition fizzling the remainder of its effect; fails transfer — no recurring template for this effect chain; nearest 2.5, which does not cover conditional effect fizzling on this card	101422|Portrait, The.1	If the revealed vampire is between 7 and 10 capacity and the acting vampire has bled this turn already, he simply unlocks and the remainder of the effect is lost. [LSJ 20021118]
R1339	interaction specific to this named card pair ({Church of the Order of St. Blaise} + Powerbase: Barranquilla); fails transfer — no other pairing generalizes from it; nearest 1.12 (cards on cards / counters)	101431|Powerbase: Barranquilla.1	{Church of the Order of St. Blaise} may be used to add a counter to it before it burns if it has zero counters. [LSJ 20050105-1]
R1340	Powerbase: Berlin's own blood-source bookkeeping for its action; fails transfer — specific to this card's action; nearest 6.1, which does not own blood-source attribution	101432|Powerbase: Berlin.1	Blood moved to it by a Ventrue action comes from the Ventrue. [LSJ 19970414]
R1342	Powerbase: New York's own action-eligibility restriction (cannot steal from your own powerbase); fails transfer — specific to this card's special action; nearest 3.1	101440|Powerbase: New York.1	The action to steal the blood from your powerbase cannot be attempted by your own vampires. [RTR 19980928]
R1361	Principia Discordia's own targeting clarification (zero-blood vampire remains a valid target); fails transfer — answers only whether this card can target such a vampire; nearest 3.1	101486|Principia Discordia.1	[qui] can target a vampire with no blood. [RTR 20010711]
R1362	same as .1, [ser] version of the same card's own targeting clarification; fails transfer; nearest 3.1	101486|Principia Discordia.2	[ser] can target a vampire with no blood.[RTR 20010711]
R1385	Psyche!'s own retrieval eligibility via {Marthe Dizier}, reversing an earlier ruling; fails transfer — specific to this card interaction; nearest 1.11	101507|Psyche!.7	Can be retrieved by {Marthe Dizier} (reversal of previous rulings). [PIB 20111208]
R1394	Pulled Fangs' own counter-removal condition (two actions by any vampires); fails transfer — specific to this card's removal mechanic; nearest 3.5	101515|Pulled Fangs.4	A total of two actions must be performed (by whomever) to remove it. Vampires A and B can both take the action, then it is removed. [ANK 20170202-2]
R1427	Reanimated Corpse's own pathos-counter mechanic on burn/return; fails transfer — specific to this card's counter type; nearest 1.12	101563|Reanimated Corpse.1	Looses all its pathos counters if it is burned. If it is brought back with X being zero (eg. {Compel the Spirit}), it has no pathos counter and burns immediately. [LSJ 20071015]
R1439	Red Question's own burn-option restriction (blocked by a specific torpor/title vampire state); fails transfer — specific to this card's burn clause; nearest 5.8	101575|Red Question, The.4	The burn option cannot be used if you have a non-titled, non-Anarch vampire in torpor. [LSJ 20091204]
R1442	Redistribution's own targeting restriction tied to Blood Brother + uncontrolled status; fails transfer — specific to this card/clan combination; nearest 6.7	101579|Redistribution.1	Cannot target an uncontrolled Blood Brother. [LSJ 20061109]
R1446	Reformation's own no-valid-target restriction; fails non-obviousness — a card requiring a target trivially cannot be played absent one; nearest 3.1	101582|Reformation.1	[chi] Cannot be used if there is no equipment to destroy. [RTR 19980928]
R1448	Rego Motum's own restatement that prevention needs damage present to prevent; fails non-obviousness — prevention is inherently reactive to inflicted damage; nearest 4.5	101588|Rego Motum.2	Cannot be used if there is no damage to prevent. [LSJ 20001114]
R1454	two-card ordering interaction (Relentless Reaper vs {Psyche!}); fails transfer — no general rule beyond this specific pairing. Nearest 4.9, which doesn't own ordering between arbitrary effect pairs	101595|Relentless Reaper.3	[THN] Cannot be played after [CEL] {Psyche!}. When played before, combat continues and {Psyche!} can only be played at the end of it. [ANK 20191219]
R1466	reaction usable at the moment {Form of Corruption} is put into play, protecting only against that card; fails transfer beyond this pairing. Nearest 2.1, which covers generic sequencing, not this abnormal-entry reaction window	101609|Resilient Mind.1	Can be used when a {Form of Corruption} is put into play to protect that vampire from that {Form of Corruption}. [LSJ 20031223]
R1474	confirms lock status alone doesn't bar targeting; fails non-obviousness — default targeting rules already establish this absent an explicit readiness restriction. Nearest 5.2	101624|Revelation of Ecstasy.2	Can target a locked minion. [ANK 20170303]
R1478	clarifies this card's political effect does not grant control of the opponent's minion; fails transfer — a negative scope statement about this card's own text. Nearest 6.2	101626|Revelation of Wrath.4	Does not allow to take control of the opponent. [ANK 20200925] [ANK 20211105]
R1482	card-specific usage condition (cannot use the burn option while controlling a ready Kiasyd); fails transfer — applies only to this card's own gating clause. Nearest 1.6	101634|Riddle Phantastique.2	The burn option can only be used if you do not control a ready Kiasyd (no matter the presence or absence of a valid target). [ANK 20240610]
R1499	confirms superior discipline doesn't change the card's stated prevention fraction; fails non-obviousness — card text controls and superior doesn't implicitly scale printed values. Nearest 4.5	101646|Rockheart.1	[VIS] Superior still prevents only half of the current strike. [PIB 20120116]
R1503	describes this card's own targeting placement (played on the vampire about to take the damage); fails transfer — restates the card's own text. Nearest 4.5	101654|Rötschreck.1	Is played on the vampire that would receive the aggravated damage. [RTR 19980623]
R1524	confirms no default restriction against choosing the same target vampire multiple times across copies; fails non-obviousness — absent an explicit restriction this is already assumed. Nearest 3.1	101667|Sabbat Priest.3	The same vampire can be chosen multiple times if multiple copies are played. [LSJ 19970707]
